user_id,day,typing_speed,key_press_duration,correction_rate,screen_time,night_usage,unlock_count,movement_intensity,acceleration_variance,task_accuracy,task_completion_time,speed_variance,risk_stage
user_0010,58,60.14,116.72,4.04,3.59,0.21,39,1.0,0.0634,92.5,18.21,0.1345,0
user_0010,59,60.35,116.23,3.91,3.56,0.2,40,1.0,0.0637,92.62,18.02,0.1349,0
user_0011,0,71.8,111.44,4.0,4.93,0.31,40,1.0,0.0701,97.65,17.91,0.1877,0
user_0011,1,71.61,111.16,3.9,4.95,0.32,39,1.0,0.0687,97.68,18.13,0.189,0
user_0011,2,71.81,111.3,3.91,5.02,0.3,40,1.01,0.0686,97.67,18.08,0.1899,0
user_0011,3,71.69,111.04,3.96,4.98,0.31,39,0.99,0.0702,97.76,18.05,0.1888,0
user_0011,4,71.85,111.46,4.07,4.98,0.3,39,1.0,0.0699,97.53,18.03,0.1886,0
user_0011,5,71.89,111.68,4.01,4.94,0.3,40,0.99,0.0715,97.58,18.04,0.1895,0
user_0011,6,71.67,111.5,3.99,4.97,0.3,40,1.0,0.0705,97.38,18.12,0.1892,0
user_0011,7,71.78,111.3,4.03,5.03,0.29,40,1.0,0.0694,97.54,17.96,0.1882,0
user_0011,8,71.59,111.62,3.87,4.99,0.3,39,1.0,0.0671,97.57,17.86,0.1886,0
user_0011,9,71.62,111.25,4.02,4.95,0.31,39,1.0,0.0721,97.85,18.01,0.189,0
user_0011,10,71.5,111.74,4.06,4.96,0.32,39,1.0,0.0702,97.46,18.1,0.1871,0
user_0011,11,71.61,111.13,4.06,4.96,0.29,39,1.0,0.0677,97.45,18.21,0.1873,0
user_0011,12,71.72,111.27,3.97,4.99,0.32,39,0.99,0.0714,97.56,18.17,0.1859,0
user_0011,13,71.79,111.84,3.97,4.97,0.31,39,1.0,0.0689,97.5,18.12,0.1886,0
user_0011,14,62.2,135.56,9.38,6.75,1.38,61,0.81,0.2127,88.51,24.21,0.3054,1
user_0011,15,62.14,135.79,9.41,6.79,1.39,61,0.81,0.2138,88.49,23.92,0.3077,1
user_0011,16,62.43,135.96,9.42,6.76,1.37,61,0.83,0.2131,88.33,24.07,0.3092,1
user_0011,17,61.93,135.41,9.43,6.77,1.38,61,0.82,0.2112,88.36,24.13,0.3088,1
user_0011,18,62.18,135.25,9.36,6.75,1.38,61,0.82,0.213,88.63,24.0,0.309,1
user_0011,19,62.37,135.63,9.44,6.77,1.38,61,0.83,0.214,88.76,23.85,0.307,1
user_0011,20,62.29,135.43,9.5,6.77,1.38,61,0.81,0.2118,88.66,24.09,0.3085,2
user_0011,21,61.91,135.27,9.31,6.8,1.38,61,0.82,0.2125,88.71,23.93,0.3068,2
user_0011,22,61.84,135.35,9.36,6.74,1.4,61,0.82,0.2155,88.63,23.92,0.3071,2
user_0011,23,62.29,135.46,9.41,6.75,1.39,61,0.82,0.2156,88.5,23.84,0.3071,2
user_0011,24,62.31,135.42,9.39,6.76,1.39,61,0.82,0.2124,88.48,23.94,0.3078,2
user_0011,25,62.16,135.42,9.12,6.75,1.38,61,0.81,0.2137,88.72,23.87,0.3086,2
user_0011,26,62.04,135.23,9.34,6.75,1.41,61,0.83,0.2142,88.41,24.04,0.3092,2
user_0011,27,62.04,135.6,9.45,6.82,1.38,61,0.82,0.2156,88.38,23.79,0.3083,2
user_0011,28,62.1,135.36,9.47,6.76,1.37,62,0.82,0.2119,88.68,23.96,0.3081,2
user_0011,29,62.24,135.63,9.37,6.81,1.37,61,0.82,0.2155,88.58,23.93,0.3088,2
user_0011,30,62.3,135.52,9.32,6.76,1.39,61,0.82,0.2104,88.6,23.97,0.3073,2
user_0011,31,62.05,135.31,9.13,6.75,1.38,61,0.82,0.2131,88.72,24.1,0.3091,2
user_0011,32,62.09,135.5,9.38,6.77,1.39,61,0.83,0.2132,88.63,24.15,0.3092,2
user_0011,33,61.95,135.47,9.46,6.79,1.38,61,0.82,0.2123,88.54,24.16,0.3081,2
user_0011,34,62.05,135.14,9.42,6.74,1.38,61,0.83,0.2145,88.5,24.12,0.3079,2
user_0011,35,61.98,135.32,9.51,6.78,1.39,62,0.81,0.2115,88.4,24.04,0.3083,2
user_0011,36,67.99,121.42,6.22,5.72,0.76,48,0.94,0.1302,93.84,20.56,0.2389,1
user_0011,37,67.74,121.2,6.29,5.73,0.75,49,0.93,0.1305,93.96,20.5,0.2385,1
user_0011,38,67.88,121.18,6.25,5.73,0.75,49,0.92,0.1275,93.95,20.57,0.2372,1
user_0011,39,67.85,121.73,6.25,5.79,0.74,49,0.93,0.1308,93.8,20.47,0.2386,1
user_0011,40,67.89,121.51,6.33,5.7,0.75,48,0.92,0.131,93.83,20.76,0.2384,1
user_0011,41,67.77,121.39,6.2,5.72,0.77,49,0.92,0.1281,93.77,20.51,0.2394,1
user_0011,42,67.56,121.28,6.26,5.68,0.75,48,0.92,0.1297,93.8,20.44,0.2386,1
user_0011,43,68.02,121.77,6.11,5.74,0.75,49,0.92,0.1296,93.83,20.44,0.2373,1
user_0011,44,67.7,121.42,6.29,5.74,0.75,49,0.93,0.1312,93.81,20.48,0.2384,1
user_0011,45,67.59,121.31,6.31,5.74,0.75,49,0.92,0.1305,93.81,20.47,0.2378,1
user_0011,46,67.75,121.25,6.3,5.71,0.77,49,0.92,0.1296,93.75,20.47,0.2402,1
user_0011,47,67.72,121.45,6.29,5.7,0.75,48,0.92,0.1252,93.87,20.71,0.2383,1
user_0011,48,67.55,121.2,6.22,5.7,0.77,49,0.92,0.1305,93.97,20.69,0.241,1
user_0011,49,67.63,122.07,6.22,5.71,0.76,48,0.93,0.1275,93.79,20.63,0.2381,1
user_0011,50,67.78,121.48,6.34,5.68,0.76,48,0.93,0.131,93.7,20.4,0.2362,1
user_0011,51,67.68,121.69,6.24,5.69,0.75,48,0.92,0.13,93.7,20.61,0.2381,1
user_0011,52,67.78,121.29,6.31,5.74,0.76,49,0.92,0.1303,93.78,20.5,0.2379,1
user_0011,53,67.69,121.19,6.29,5.76,0.77,48,0.93,0.129,93.88,20.41,0.2383,1
user_0011,54,67.81,120.99,6.3,5.76,0.75,49,0.92,0.1307,93.59,20.74,0.2397,1
user_0011,55,67.72,120.87,6.27,5.69,0.76,49,0.92,0.1311,93.9,20.6,0.2382,1
user_0011,56,67.55,121.61,6.23,5.69,0.77,49,0.92,0.1327,93.83,20.46,0.2375,1
user_0011,57,68.01,121.17,6.31,5.71,0.75,49,0.92,0.1288,93.93,20.66,0.2388,1
user_0011,58,67.67,121.23,6.26,5.73,0.75,49,0.93,0.1269,93.72,20.45,0.2381,1
user_0011,59,68.05,121.42,6.19,5.73,0.75,49,0.93,0.1313,93.81,20.66,0.2391,1
user_0012,0,54.26,137.51,3.9,4.28,0.22,40,1.0,0.1344,98.13,17.92,0.1181,0
user_0012,1,54.12,136.99,4.02,4.26,0.22,40,1.0,0.1366,98.23,17.98,0.1188,0
user_0012,2,54.19,137.09,3.84,4.29,0.19,40,0.99,0.132,98.1,18.19,0.1179,0
user_0012,3,54.48,137.39,3.82,4.25,0.23,39,1.01,0.133,98.15,18.01,0.1194,0
user_0012,4,54.2,137.03,4.03,4.27,0.22,39,1.0,0.1332,98.0,17.95,0.1181,0
user_0012,5,54.2,136.98,4.05,4.25,0.22,40,1.0,0.1325,98.24,18.01,0.1196,0
user_0012,6,54.53,137.21,3.86,4.27,0.21,40,1.0,0.1322,98.21,18.01,0.1173,0
user_0012,7,54.47,137.0,4.11,4.26,0.23,40,1.0,0.1323,98.19,17.83,0.1189,0
user_0012,8,54.12,136.81,3.93,4.28,0.22,40,1.0,0.1347,98.16,18.02,0.1184,0
user_0012,9,54.51,137.4,4.0,4.25,0.2,39,0.99,0.1317,98.19,17.99,0.1213,0
user_0012,10,54.28,136.99,4.08,4.21,0.2,40,1.0,0.1328,98.06,18.02,0.1182,0
user_0012,11,54.35,136.81,3.99,4.31,0.21,39,1.0,0.1333,98.2,18.03,0.1193,0
user_0012,12,54.31,137.12,3.98,4.22,0.24,40,1.0,0.1334,98.02,17.95,0.1175,0
user_0012,13,54.33,136.7,4.03,4.28,0.21,40,1.0,0.1338,98.09,18.08,0.1172,0
user_0012,14,46.19,156.82,8.52,5.78,1.12,57,0.84,0.2531,90.73,23.27,0.2186,1
user_0012,15,46.24,157.18,8.48,5.79,1.11,57,0.85,0.2535,90.77,22.96,0.2203,1
user_0012,16,46.09,156.69,8.6,5.76,1.13,58,0.85,0.2511,90.65,23.14,0.2191,1
user_0012,17,46.44,157.26,8.42,5.78,1.11,57,0.86,0.254,90.59,23.01,0.219,1
user_0012,18,46.59,157.11,8.67,5.73,1.12,57,0.85,0.2523,90.58,23.17,0.2204,1
user_0012,19,46.4,156.98,8.45,5.78,1.12,57,0.85,0.2544,90.64,22.92,0.2177,1
user_0012,20,34.38,187.64,15.17,8.04,2.46,84,0.63,0.4327,79.43,30.52,0.3683,3
user_0012,21,34.47,187.08,15.15,7.99,2.44,85,0.63,0.4315,79.46,30.54,0.3683,3
user_0012,22,34.57,187.03,15.4,7.97,2.46,84,0.62,0.4341,79.75,30.55,0.369,3
user_0012,23,34.18,186.63,15.34,8.0,2.49,85,0.63,0.4336,79.45,30.43,0.3673,3
user_0012,24,34.26,187.09,15.2,7.98,2.46,85,0.63,0.4333,79.46,30.39,0.3682,3
user_0012,25,34.39,186.85,15.26,7.98,2.45,85,0.63,0.4321,79.25,30.28,0.3709,3
user_0012,26,34.36,186.95,15.22,7.96,2.47,85,0.62,0.4366,79.39,30.67,0.3693,3
user_0012,27,34.39,187.56,15.31,8.02,2.45,84,0.63,0.4353,79.42,30.44,0.3672,3
user_0012,28,34.22,187.13,15.19,7.99,2.47,85,0.63,0.4335,79.42,30.56,0.3689,3
user_0012,29,34.28,187.28,15.23,7.98,2.48,84,0.63,0.4338,79.31,30.5,0.3686,3
user_0012,30,34.46,187.3,15.28,8.03,2.47,85,0.63,0.4323,79.49,30.57,0.3687,3
user_0012,31,34.29,187.4,15.25,8.02,2.48,85,0.62,0.4327,79.41,30.51,0.3694,3
user_0012,32,34.27,186.78,15.38,8.03,2.46,85,0.63,0.4319,79.43,30.36,0.3689,3
user_0012,33,34.43,186.82,15.24,8.03,2.47,84,0.63,0.4339,79.42,30.61,0.3684,3
user_0012,34,34.4,186.81,15.13,8.03,2.47,84,0.62,0.4343,79.25,30.6,0.3695,3
user_0012,35,34.12,187.13,15.45,8.04,2.46,85,0.62,0.431,79.4,30.56,0.3698,3
user_0012,36,34.46,187.22,15.13,8.01,2.48,85,0.63,0.4336,79.44,30.3,0.3702,3
user_0012,37,34.32,187.28,15.08,8.05,2.45,85,0.64,0.4311,79.49,30.4,0.3684,3
user_0012,38,34.25,187.21,15.27,7.98,2.47,84,0.62,0.4324,79.57,30.46,0.3672,3
user_0012,39,34.46,186.87,15.27,8.01,2.48,84,0.62,0.4324,79.28,30.48,0.3708,3
user_0012,40,28.93,201.61,18.44,9.07,3.09,97,0.52,0.5182,74.04,34.01,0.4374,4
user_0012,41,28.79,201.27,18.28,9.03,3.08,97,0.51,0.5191,74.2,34.06,0.4374,4
user_0012,42,28.93,201.26,18.35,9.02,3.1,97,0.52,0.516,74.23,33.74,0.4404,4
user_0012,43,28.89,201.15,18.39,9.09,3.1,97,0.53,0.5202,74.06,34.04,0.4379,4
user_0012,44,28.82,200.9,18.49,9.06,3.1,98,0.52,0.5181,74.09,34.12,0.4408,4
user_0012,45,28.7,200.55,18.35,9.12,3.09,98,0.52,0.5161,74.23,34.07,0.4399,4
user_0012,46,28.74,201.36,18.47,9.09,3.09,97,0.52,0.5168,74.14,33.9,0.4373,4
user_0012,47,28.92,200.92,18.38,9.04,3.09,97,0.53,0.5162,74.33,34.11,0.4385,4
user_0012,48,28.79,201.23,18.46,9.09,3.1,97,0.52,0.5167,73.88,34.04,0.4383,4
user_0012,49,28.67,201.1,18.28,9.07,3.09,97,0.52,0.5145,74.16,34.05,0.4393,4
user_0012,50,28.86,201.39,18.39,9.09,3.1,97,0.52,0.5175,74.26,34.0,0.4383,4
user_0012,51,28.96,200.74,18.35,9.08,3.11,97,0.52,0.5166,74.21,34.01,0.4383,4
user_0012,52,28.69,200.88,18.4,9.07,3.11,97,0.52,0.5189,74.34,34.05,0.4388,4
user_0012,53,28.67,200.64,18.33,9.06,3.09,97,0.52,0.516,74.19,34.25,0.4387,4
user_0012,54,28.76,201.31,18.36,9.09,3.08,97,0.52,0.5173,73.96,34.14,0.4394,4
user_0012,55,28.91,201.5,18.34,9.0,3.11,97,0.51,0.5179,74.4,33.99,0.44,4
user_0012,56,28.59,200.68,18.47,9.08,3.09,98,0.51,0.5152,74.1,33.96,0.4405,4
user_0012,57,28.75,201.05,18.3,9.09,3.09,97,0.52,0.5173,74.08,34.07,0.4387,4
user_0012,58,28.9,201.22,18.53,9.05,3.1,97,0.53,0.5182,74.13,33.97,0.4388,4
user_0012,59,29.02,201.32,18.37,9.03,3.11,97,0.52,0.5169,74.13,34.17,0.4408,4
user_0013,0,65.11,125.0,3.97,4.21,0.17,40,1.0,0.078,96.18,18.01,0.1565,0
user_0013,1,65.25,124.92,4.02,4.16,0.18,40,1.0,0.0812,96.31,18.05,0.1581,0
user_0013,2,65.12,124.92,4.18,4.15,0.16,39,1.01,0.0795,96.15,18.06,0.16,0
user_0013,3,65.22,124.75,4.03,4.22,0.15,39,1.0,0.0787,96.26,18.11,0.1588,0
user_0013,4,65.22,124.74,4.04,4.17,0.16,40,1.0,0.0809,96.28,17.96,0.1614,0
user_0013,5,65.26,124.8,3.98,4.18,0.16,40,0.99,0.0781,96.23,18.02,0.158,0
user_0013,6,65.34,124.33,3.94,4.23,0.16,40,1.01,0.0794,96.28,17.97,0.1563,0
user_0013,7,65.07,124.92,4.04,4.2,0.16,39,1.01,0.0797,96.32,18.02,0.1597,0
user_0013,8,65.27,124.37,3.91,4.2,0.16,39,1.01,0.0807,96.3,18.08,0.1578,0
user_0013,9,65.36,124.5,4.05,4.22,0.15,39,1.01,0.0821,96.28,17.93,0.1592,0
user_0013,10,65.3,124.41,3.91,4.19,0.17,39,1.0,0.0793,96.08,17.96,0.1583,0
user_0013,11,65.08,124.41,3.86,4.18,0.17,40,1.01,0.0792,96.18,18.05,0.1588,0
user_0013,12,65.18,124.19,3.93,4.19,0.17,40,1.0,0.0809,96.3,18.07,0.1585,0
user_0013,13,65.13,124.63,4.01,4.2,0.17,40,1.01,0.0808,96.23,18.09,0.1568,0
user_0013,14,55.36,148.78,9.44,5.96,1.24,61,0.82,0.2258,87.36,24.0,0.2777,1
user_0013,15,55.32,149.05,9.44,5.97,1.25,61,0.82,0.2251,87.22,23.97,0.2783,1
user_0013,16,55.45,148.87,9.54,5.97,1.23,61,0.82,0.2234,87.31,24.01,0.2766,1
user_0013,17,55.25,148.77,9.41,5.98,1.23,61,0.83,0.2248,87.21,24.0,0.2768,1
user_0013,18,55.68,148.72,9.27,5.98,1.25,61,0.82,0.2226,87.35,23.94,0.2761,1
user_0013,19,55.47,148.94,9.37,6.03,1.25,61,0.82,0.2243,87.27,23.97,0.2787,1
user_0013,20,55.38,148.43,9.32,6.04,1.25,61,0.81,0.2253,87.28,24.02,0.2772,2
user_0013,21,55.55,148.59,9.34,6.01,1.23,61,0.82,0.2231,87.21,23.98,0.2785,2
user_0013,22,55.5,148.81,9.53,5.98,1.23,61,0.83,0.225,87.18,23.99,0.2771,2
user_0013,23,55.62,148.36,9.38,5.96,1.24,61,0.82,0.2244,87.19,24.06,0.2782,2
user_0013,24,55.37,149.26,9.44,5.99,1.26,62,0.82,0.2249,87.19,23.99,0.278,2
user_0013,25,55.55,148.78,9.44,5.99,1.23,61,0.82,0.224,87.4,23.88,0.2779,2
user_0013,26,55.66,148.62,9.43,5.99,1.25,61,0.82,0.2221,87.26,24.03,0.2787,2
user_0013,27,55.74,148.6,9.51,5.97,1.26,61,0.82,0.2249,87.29,24.06,0.278,2
user_0013,28,55.47,149.04,9.39,6.01,1.24,62,0.82,0.2235,87.44,23.96,0.2798,2
user_0013,29,55.65,148.66,9.26,5.99,1.24,61,0.83,0.2234,87.37,24.08,0.2793,2
user_0013,30,55.6,148.21,9.39,5.96,1.24,61,0.82,0.2261,87.33,23.87,0.2757,2
user_0013,31,55.54,148.64,9.33,5.95,1.24,61,0.82,0.2247,87.45,23.9,0.2791,2
user_0013,32,55.53,148.87,9.37,6.02,1.25,61,0.82,0.224,87.34,23.88,0.2782,2
user_0013,33,55.58,148.71,9.5,6.01,1.24,61,0.82,0.225,87.11,23.97,0.2767,2
user_0013,34,55.71,148.68,9.39,6.01,1.25,61,0.82,0.2239,87.12,23.93,0.278,2
user_0013,35,55.5,148.33,9.49,5.99,1.24,61,0.82,0.2251,87.26,23.91,0.2788,2
user_0013,36,61.34,134.88,6.32,4.93,0.6,49,0.94,0.1427,92.51,20.38,0.2071,1
user_0013,37,60.87,134.67,6.37,4.94,0.62,49,0.92,0.1435,92.74,20.49,0.2076,1
user_0013,38,61.23,134.61,6.16,4.97,0.63,49,0.92,0.1386,92.55,20.45,0.2079,1
user_0013,39,61.27,134.88,6.35,4.91,0.61,49,0.93,0.1427,92.58,20.68,0.2088,1
user_0013,40,61.28,134.62,6.25,4.96,0.63,49,0.92,0.1425,92.32,20.36,0.2089,1
user_0013,41,61.12,134.85,6.25,4.95,0.6,49,0.93,0.1422,92.74,20.52,0.2085,1
user_0013,42,60.89,134.57,6.24,4.97,0.61,49,0.92,0.1401,92.57,20.46,0.2078,1
user_0013,43,60.87,134.64,6.21,4.93,0.62,49,0.93,0.1419,92.6,20.47,0.2077,1
user_0013,44,61.17,134.84,6.35,4.97,0.61,48,0.93,0.142,92.64,20.49,0.207,1
user_0013,45,60.97,134.77,6.28,4.91,0.61,49,0.92,0.1421,92.5,20.63,0.2077,1
user_0013,46,60.97,134.58,6.24,4.93,0.61,49,0.92,0.1403,92.37,20.54,0.2081,1
user_0013,47,61.36,134.46,6.11,4.95,0.62,48,0.92,0.1427,92.68,20.25,0.2078,1
user_0013,48,61.37,134.58,6.21,4.93,0.6,48,0.93,0.1376,92.57,20.59,0.2068,1
user_0013,49,60.98,135.0,6.29,4.92,0.63,49,0.93,0.1391,92.5,20.53,0.208,1
user_0013,50,61.26,134.32,6.14,4.94,0.61,48,0.92,0.1404,92.54,20.57,0.2083,1
user_0013,51,61.1,134.99,6.15,4.95,0.6,48,0.92,0.1416,92.54,20.5,0.2071,1
user_0013,52,61.08,134.51,6.28,4.91,0.63,48,0.92,0.1429,92.5,20.37,0.2084,1
user_0013,53,61.05,134.49,6.17,5.01,0.61,48,0.93,0.1413,92.47,20.41,0.2089,1
user_0013,54,61.08,134.22,6.38,4.93,0.63,49,0.92,0.142,92.48,20.31,0.2078,1
user_0013,55,61.18,134.58,6.23,4.97,0.61,48,0.93,0.1407,92.29,20.54,0.2086,1
user_0013,56,61.12,134.92,6.2,4.95,0.6,49,0.93,0.1389,92.47,20.43,0.2083,1
user_0013,57,60.96,134.8,6.31,4.95,0.6,49,0.93,0.1417,92.58,20.52,0.2092,1
user_0013,58,61.41,134.46,6.33,4.94,0.61,48,0.92,0.1389,92.5,20.39,0.2078,1
user_0013,59,61.06,134.72,6.13,4.9,0.62,48,0.93,0.1407,92.6,20.64,0.2079,1
user_0014,0,55.41,123.77,3.93,4.4,0.28,40,1.0,0.127,93.67,18.04,0.1225,0
user_0014,1,55.42,123.46,4.09,4.39,0.28,40,1.0,0.1276,93.41,17.9,0.1221,0
user_0014,2,55.47,124.19,3.92,4.41,0.29,39,1.0,0.1274,93.53,18.05,0.1192,0
user_0014,3,55.65,123.48,3.84,4.41,0.28,39,1.0,0.1288,93.74,17.93,0.1218,0
user_0014,4,55.51,123.06,3.94,4.38,0.29,40,1.0,0.1274,93.56,18.0,0.1206,0
user_0014,5,55.52,123.45,3.94,4.41,0.28,39,1.0,0.127,93.49,17.98,0.1201,0
user_0014,6,55.4,123.63,3.96,4.39,0.29,40,0.99,0.1292,93.63,18.05,0.1219,0
user_0014,7,55.41,123.87,3.97,4.43,0.28,39,1.01,0.1276,93.55,17.96,0.1206,0
user_0014,8,55.44,123.47,3.88,4.38,0.29,39,1.01,0.1277,93.66,17.93,0.1205,0
user_0014,9,55.41,123.68,3.98,4.39,0.27,40,1.0,0.1269,93.61,17.98,0.1221,0
user_0014,10,55.21,123.69,3.98,4.41,0.3,39,1.0,0.1276,93.68,18.08,0.1206,0
user_0014,11,55.34,123.84,3.95,4.41,0.28,40,1.0,0.1268,93.69,18.02,0.1209,0
user_0014,12,55.47,123.3,4.16,4.41,0.26,40,1.0,0.1294,93.59,17.84,0.1212,0
user_0014,13,55.43,124.0,4.04,4.38,0.29,39,1.01,0.1273,93.55,17.92,0.1205,0
user_0014,14,45.69,148.01,9.3,6.23,1.37,61,0.82,0.2703,84.56,24.06,0.2411,1
user_0014,15,45.86,148.06,9.44,6.21,1.34,61,0.82,0.2689,84.46,23.97,0.2409,1
user_0014,16,45.88,147.67,9.42,6.2,1.36,61,0.83,0.2711,84.59,24.09,0.2395,1
user_0014,17,46.1,148.01,9.27,6.22,1.36,61,0.82,0.2734,84.53,23.95,0.2414,1
user_0014,18,45.89,147.47,9.53,6.19,1.37,61,0.82,0.2709,84.4,24.0,0.241,1
user_0014,19,45.66,147.95,9.4,6.19,1.37,61,0.82,0.2737,84.8,23.89,0.2408,1
user_0014,20,45.85,148.29,9.34,6.18,1.35,61,0.82,0.2706,84.6,24.03,0.2421,2
user_0014,21,45.82,147.78,9.39,6.18,1.36,61,0.82,0.2695,84.46,24.0,0.2419,2
user_0014,22,46.06,147.67,9.35,6.2,1.35,61,0.83,0.2708,84.46,24.1,0.2413,2
user_0014,23,45.85,148.11,9.3,6.17,1.36,61,0.82,0.2755,84.54,23.94,0.2411,2
user_0014,24,45.95,147.54,9.39,6.23,1.37,61,0.83,0.2748,84.43,23.83,0.2418,2
user_0014,25,46.01,147.66,9.36,6.19,1.35,61,0.82,0.2723,84.39,24.1,0.2416,2
user_0014,26,45.6,147.78,9.4,6.2,1.33,61,0.82,0.271,84.55,24.15,0.2409,2
user_0014,27,45.49,147.67,9.41,6.19,1.37,61,0.82,0.2696,84.55,24.07,0.2408,2
user_0014,28,45.77,147.72,9.41,6.22,1.37,61,0.82,0.2693,84.66,24.13,0.2434,2
user_0014,29,46.02,147.59,9.41,6.2,1.36,61,0.83,0.2694,84.48,24.12,0.2424,2
user_0014,30,45.71,148.13,9.47,6.2,1.34,61,0.82,0.273,84.65,23.95,0.2408,2
user_0014,31,45.8,147.66,9.41,6.21,1.34,61,0.82,0.2733,84.49,24.02,0.2415,2
user_0014,32,45.78,147.28,9.48,6.23,1.36,61,0.81,0.273,84.72,23.89,0.2423,2
user_0014,33,45.97,147.43,9.37,6.17,1.36,61,0.81,0.2724,84.64,24.07,0.2414,2
user_0014,34,45.62,147.69,9.43,6.24,1.36,61,0.82,0.2701,84.45,23.96,0.243,2
user_0014,35,45.74,147.81,9.44,6.18,1.36,61,0.82,0.2688,84.63,23.94,0.2405,2
user_0014,36,51.46,134.1,6.23,5.19,0.72,49,0.92,0.1883,89.8,20.37,0.1701,1
user_0014,37,51.16,133.39,6.29,5.15,0.73,49,0.92,0.1888,89.83,20.78,0.168,1
user_0014,38,51.3,133.88,6.19,5.17,0.73,49,0.92,0.1881,89.87,20.51,0.1711,1
user_0014,39,51.58,133.3,6.26,5.13,0.74,48,0.91,0.189,89.8,20.54,0.1724,1
user_0014,40,51.46,133.76,6.25,5.13,0.73,49,0.92,0.1876,89.95,20.35,0.1716,1
user_0014,41,51.17,133.82,6.25,5.17,0.72,48,0.93,0.1871,89.9,20.52,0.1705,1
user_0014,42,51.36,133.72,6.23,5.18,0.73,48,0.93,0.1872,89.77,20.25,0.1699,1
user_0014,43,51.28,133.58,6.2,5.18,0.72,48,0.93,0.1862,89.98,20.58,0.1698,1
user_0014,44,51.56,134.02,6.16,5.13,0.73,48,0.92,0.1872,89.88,20.51,0.1708,1
user_0014,45,51.33,133.39,6.29,5.17,0.73,48,0.93,0.1882,89.87,20.54,0.1698,1
user_0014,46,51.63,133.62,6.31,5.19,0.73,48,0.91,0.1878,89.85,20.44,0.1711,1
user_0014,47,51.47,133.97,6.23,5.16,0.73,49,0.92,0.1871,89.78,20.52,0.1701,1
user_0014,48,51.34,134.17,6.32,5.13,0.74,49,0.92,0.1868,89.74,20.52,0.1701,1
user_0014,49,51.57,134.06,6.25,5.19,0.73,48,0.93,0.1902,90.02,20.53,0.1718,1
user_0014,50,51.45,134.07,6.28,5.18,0.72,48,0.93,0.1889,89.92,20.51,0.1703,1
user_0014,51,51.4,133.73,6.27,5.13,0.73,48,0.91,0.1891,89.84,20.53,0.1705,1
user_0014,52,51.49,133.51,6.2,5.17,0.73,48,0.93,0.1867,89.81,20.67,0.1689,1
user_0014,53,51.15,133.83,6.06,5.11,0.74,48,0.94,0.1863,89.79,20.55,0.1715,1
user_0014,54,51.37,133.55,6.27,5.19,0.74,48,0.92,0.1868,89.7,20.51,0.1718,1
user_0014,55,51.39,134.15,6.38,5.17,0.74,48,0.92,0.1897,89.77,20.65,0.1721,1
user_0014,56,51.52,133.42,6.23,5.17,0.72,48,0.93,0.187,89.74,20.32,0.1706,1
user_0014,57,51.52,133.5,6.25,5.15,0.72,49,0.93,0.1893,89.76,20.7,0.172,1
user_0014,58,51.34,133.52,6.33,5.16,0.72,48,0.92,0.1866,89.93,20.58,0.1718,1
user_0014,59,51.53,133.49,6.2,5.19,0.73,48,0.93,0.1888,89.88,20.41,0.1729,1
user_0015,0,47.74,116.09,4.06,5.41,0.36,39,0.99,0.116,91.86,17.97,0.131,0
user_0015,1,48.29,116.14,3.98,5.38,0.36,39,1.0,0.1174,91.91,18.05,0.1308,0
user_0015,2,47.73,116.27,3.95,5.36,0.35,40,1.0,0.1142,91.94,17.86,0.1306,0
user_0015,3,48.03,116.33,4.13,5.36,0.36,39,1.0,0.117,91.86,17.96,0.1293,0
user_0015,4,48.14,116.22,4.07,5.38,0.35,39,1.0,0.1152,92.08,17.87,0.1307,0
user_0015,5,48.23,116.26,4.01,5.37,0.35,40,1.01,0.1161,91.78,17.75,0.1294,0
user_0015,6,47.98,116.51,4.05,5.4,0.36,39,1.01,0.117,91.68,17.93,0.1296,0
user_0015,7,47.91,116.25,3.99,5.39,0.37,39,1.01,0.1157,91.9,17.97,0.1305,0
user_0015,8,48.06,116.22,3.94,5.36,0.38,39,1.0,0.1143,91.87,17.99,0.1309,0
user_0015,9,47.59,116.15,3.91,5.4,0.35,39,1.0,0.1151,91.85,17.88,0.1286,0
user_0015,10,48.15,115.78,3.99,5.41,0.35,39,1.0,0.1184,91.78,17.98,0.1287,0
user_0015,11,47.94,116.12,3.94,5.38,0.35,40,1.01,0.1151,91.83,18.05,0.1316,0
user_0015,12,47.77,116.07,4.02,5.39,0.33,40,1.01,0.1169,91.79,17.95,0.1322,0
user_0015,13,48.13,116.27,4.03,5.37,0.36,39,1.0,0.119,92.01,17.86,0.1306,0
user_0015,14,40.11,136.26,8.45,6.96,1.25,57,0.85,0.2399,84.31,22.97,0.2315,1
user_0015,15,39.99,136.03,8.54,6.9,1.27,58,0.85,0.2372,84.42,23.05,0.2305,1
user_0015,16,40.0,136.41,8.61,6.85,1.26,57,0.85,0.2373,84.46,22.99,0.2285,1
user_0015,17,39.85,136.33,8.29,6.92,1.26,58,0.85,0.2336,84.44,23.13,0.2313,1
user_0015,18,39.9,136.13,8.46,6.87,1.27,57,0.85,0.2351,84.24,23.01,0.2316,1
user_0015,19,39.97,135.73,8.56,6.93,1.25,57,0.85,0.2392,84.34,22.87,0.231,1
user_0015,20,28.12,166.11,15.21,9.16,2.61,84,0.63,0.4147,73.21,30.47,0.38,3
